,country_id,country_name,continent_name,date,confirmed,deaths,recovered,active,case_fatality,new_cases,new_deaths,new_recovered,population,vaccinated_per_hundred,fully_vaccinated_per_hundred,boosted_per_hundred,not_fully_vaccinated_per_hundred,hospital_occupancy
113,AUS,Australia,Oceania,2020-05-14,7019.0,98.0,6334.0,587.0,1.4,30.0,0.0,37.0,25687041.0,0.0,0.0,0.0,0.0,46.0
114,AUS,Australia,Oceania,2020-05-15,7035.0,98.0,6359.0,578.0,1.39,16.0,0.0,25.0,25687041.0,0.0,0.0,0.0,0.0,49.0
115,AUS,Australia,Oceania,2020-05-16,7044.0,98.0,6364.0,582.0,1.39,9.0,0.0,5.0,25687041.0,0.0,0.0,0.0,0.0,50.0
116,AUS,Australia,Oceania,2020-05-17,7054.0,99.0,6392.0,563.0,1.4,10.0,1.0,28.0,25687041.0,0.0,0.0,0.0,0.0,45.0
117,AUS,Australia,Oceania,2020-05-18,7068.0,99.0,6413.0,556.0,1.4,14.0,0.0,21.0,25687041.0,0.0,0.0,0.0,0.0,47.0
118,AUS,Australia,Oceania,2020-05-19,7072.0,100.0,6431.0,541.0,1.41,4.0,1.0,18.0,25687041.0,0.0,0.0,0.0,0.0,43.0
119,AUS,Australia,Oceania,2020-05-20,7081.0,100.0,6470.0,511.0,1.41,9.0,0.0,39.0,25687041.0,0.0,0.0,0.0,0.0,41.0
120,AUS,Australia,Oceania,2020-05-21,7095.0,101.0,6478.0,516.0,1.42,14.0,1.0,8.0,25687041.0,0.0,0.0,0.0,0.0,39.0
121,AUS,Australia,Oceania,2020-05-22,7099.0,101.0,6485.0,513.0,1.42,4.0,0.0,7.0,25687041.0,0.0,0.0,0.0,0.0,35.0
122,AUS,Australia,Oceania,2020-05-23,7114.0,102.0,6508.0,504.0,1.43,15.0,1.0,23.0,25687041.0,0.0,0.0,0.0,0.0,33.0
123,AUS,Australia,Oceania,2020-05-24,7114.0,102.0,6531.0,481.0,1.43,0.0,0.0,23.0,25687041.0,0.0,0.0,0.0,0.0,31.0
124,AUS,Australia,Oceania,2020-05-25,7126.0,102.0,6552.0,472.0,1.43,12.0,0.0,21.0,25687041.0,0.0,0.0,0.0,0.0,30.0
125,AUS,Australia,Oceania,2020-05-26,7139.0,103.0,6560.0,476.0,1.44,13.0,1.0,8.0,25687041.0,0.0,0.0,0.0,0.0,30.0
126,AUS,Australia,Oceania,2020-05-27,7150.0,103.0,6579.0,468.0,1.44,11.0,0.0,19.0,25687041.0,0.0,0.0,0.0,0.0,29.0
127,AUS,Australia,Oceania,2020-05-28,7165.0,103.0,6576.0,486.0,1.44,15.0,0.0,-3.0,25687041.0,0.0,0.0,0.0,0.0,23.0
128,AUS,Australia,Oceania,2020-05-29,7184.0,103.0,6605.0,476.0,1.43,19.0,0.0,29.0,25687041.0,0.0,0.0,0.0,0.0,22.0
129,AUS,Australia,Oceania,2020-05-30,7192.0,103.0,6614.0,475.0,1.43,8.0,0.0,9.0,25687041.0,0.0,0.0,0.0,0.0,20.0
130,AUS,Australia,Oceania,2020-05-31,7202.0,103.0,6618.0,481.0,1.43,10.0,0.0,4.0,25687041.0,0.0,0.0,0.0,0.0,20.0
131,AUS,Australia,Oceania,2020-06-01,7221.0,102.0,6626.0,493.0,1.41,19.0,-1.0,8.0,25687041.0,0.0,0.0,0.0,0.0,26.0
132,AUS,Australia,Oceania,2020-06-02,7229.0,102.0,6636.0,491.0,1.41,8.0,0.0,10.0,25687041.0,0.0,0.0,0.0,0.0,25.0
133,AUS,Australia,Oceania,2020-06-03,7240.0,102.0,6648.0,490.0,1.41,11.0,0.0,12.0,25687041.0,0.0,0.0,0.0,0.0,22.0
