,Id,country_id,date,confirmed,deaths,recovered,active,Daily hospital occupancy
0,6232,AUS,2020-01-22,0,0,0,0,441.0
1,6233,AUS,2020-01-23,0,0,0,0,415.0
2,6234,AUS,2020-01-24,0,0,0,0,457.0
3,6235,AUS,2020-01-25,0,0,0,0,490.0
4,6236,AUS,2020-01-26,4,0,0,4,457.0
5,6237,AUS,2020-01-27,5,0,0,5,305.0
6,6238,AUS,2020-01-28,5,0,0,5,263.0
7,6239,AUS,2020-01-29,6,0,0,6,262.0
8,6240,AUS,2020-01-30,9,0,2,7,247.0
9,6241,AUS,2020-01-31,9,0,2,7,240.0
10,6242,AUS,2020-02-01,12,0,2,10,239.0
11,6243,AUS,2020-02-02,12,0,2,10,227.0
12,6244,AUS,2020-02-03,12,0,2,10,230.0
13,6245,AUS,2020-02-04,13,0,2,11,214.0
14,6246,AUS,2020-02-05,13,0,2,11,201.0
15,6247,AUS,2020-02-06,14,0,2,12,192.0
16,6248,AUS,2020-02-07,15,0,2,13,184.0
17,6249,AUS,2020-02-08,15,0,2,13,177.0
18,6250,AUS,2020-02-09,15,0,2,13,170.0
19,6251,AUS,2020-02-10,15,0,2,13,167.0
20,6252,AUS,2020-02-11,15,0,2,13,161.0
21,6253,AUS,2020-02-12,15,0,2,13,152.0
22,6254,AUS,2020-02-13,15,0,8,7,138.0
23,6255,AUS,2020-02-14,15,0,8,7,129.0
24,6256,AUS,2020-02-15,15,0,8,7,115.0
25,6257,AUS,2020-02-16,15,0,8,7,113.0
26,6258,AUS,2020-02-17,15,0,10,5,109.0
27,6259,AUS,2020-02-18,15,0,10,5,93.0
28,6260,AUS,2020-02-19,15,0,10,5,89.0
29,6261,AUS,2020-02-20,15,0,10,5,83.0
30,6262,AUS,2020-02-21,15,0,11,4,79.0
31,6263,AUS,2020-02-22,15,0,11,4,75.0
32,6264,AUS,2020-02-23,15,0,11,4,70.0
33,6265,AUS,2020-02-24,15,0,11,4,66.0
34,6266,AUS,2020-02-25,15,0,11,4,62.0
35,6267,AUS,2020-02-26,15,0,11,4,58.0
36,6268,AUS,2020-02-27,15,0,11,4,56.0
37,6269,AUS,2020-02-28,15,0,11,4,51.0
38,6270,AUS,2020-02-29,25,0,11,14,43.0
39,6271,AUS,2020-03-01,27,1,11,15,49.0
40,6272,AUS,2020-03-02,30,1,11,18,47.0
41,6273,AUS,2020-03-03,39,1,11,27,50.0
42,6274,AUS,2020-03-04,52,2,11,39,51.0
43,6275,AUS,2020-03-05,55,2,21,32,46.0
44,6276,AUS,2020-03-06,60,2,21,37,49.0
45,6277,AUS,2020-03-07,63,2,21,40,50.0
46,6278,AUS,2020-03-08,76,3,21,52,45.0
47,6279,AUS,2020-03-09,91,3,21,67,47.0
48,6280,AUS,2020-03-10,107,3,21,83,43.0
49,6281,AUS,2020-03-11,128,3,21,104,41.0
50,6282,AUS,2020-03-12,128,3,21,104,39.0
51,6283,AUS,2020-03-13,200,3,23,174,35.0
52,6284,AUS,2020-03-14,250,3,23,224,33.0
53,6285,AUS,2020-03-15,297,3,23,271,31.0
54,6286,AUS,2020-03-16,377,3,23,351,30.0
55,6287,AUS,2020-03-17,452,5,23,424,30.0
56,6288,AUS,2020-03-18,568,6,23,539,29.0
57,6289,AUS,2020-03-19,681,6,26,649,23.0
58,6290,AUS,2020-03-20,791,7,26,758,22.0
59,6291,AUS,2020-03-21,1071,7,26,1038,20.0
60,6292,AUS,2020-03-22,1549,7,88,1454,20.0
61,6293,AUS,2020-03-23,1682,7,88,1587,26.0
62,6294,AUS,2020-03-24,2044,8,115,1921,25.0
63,6295,AUS,2020-03-25,2364,8,119,2237,22.0
64,6296,AUS,2020-03-26,2810,13,172,2625,21.0
65,6297,AUS,2020-03-27,3143,13,194,2936,21.0
66,6298,AUS,2020-03-28,3640,14,244,3382,18.0
67,6299,AUS,2020-03-29,3984,16,244,3724,19.0
68,6300,AUS,2020-03-30,4361,17,257,4087,18.0
69,6301,AUS,2020-03-31,4559,18,358,4183,20.0
70,6302,AUS,2020-04-01,4862,20,422,4420,18.0
71,6303,AUS,2020-04-02,5116,24,520,4572,17.0
72,6304,AUS,2020-04-03,5330,28,649,4653,16.0
73,6305,AUS,2020-04-04,5550,30,701,4819,16.0
74,6306,AUS,2020-04-05,5687,35,757,4895,17.0
75,6307,AUS,2020-04-06,5797,40,1080,4677,17.0
76,6308,AUS,2020-04-07,5895,45,1080,4770,16.0
77,6309,AUS,2020-04-08,6010,50,1080,4880,14.0
78,6310,AUS,2020-04-09,6108,51,1472,4585,15.0
79,6311,AUS,2020-04-10,6215,54,1793,4368,17.0
80,6312,AUS,2020-04-11,6303,57,1806,4440,16.0
81,6313,AUS,2020-04-12,6315,60,1806,4449,18.0
82,6314,AUS,2020-04-13,6351,61,1806,4484,19.0
83,6315,AUS,2020-04-14,6415,62,2186,4167,16.0
84,6316,AUS,2020-04-15,6440,63,2186,4191,16.0
85,6317,AUS,2020-04-16,6462,63,2355,4044,12.0
86,6318,AUS,2020-04-17,6522,66,3808,2648,12.0
87,6319,AUS,2020-04-18,6568,67,4124,2377,11.0
88,6320,AUS,2020-04-19,6610,67,4124,2419,15.0
89,6321,AUS,2020-04-20,6623,67,4291,2265,14.0
90,6322,AUS,2020-04-21,6645,67,4695,1883,18.0
91,6323,AUS,2020-04-22,6652,67,4932,1653,24.0
92,6324,AUS,2020-04-23,6662,75,5047,1540,27.0
93,6325,AUS,2020-04-24,6677,79,5136,1462,29.0
94,6326,AUS,2020-04-25,6694,80,5376,1238,30.0
95,6327,AUS,2020-04-26,6714,83,5541,1090,34.0
96,6328,AUS,2020-04-27,6721,83,5588,1050,39.0
97,6329,AUS,2020-04-28,6744,89,5665,990,46.0
98,6330,AUS,2020-04-29,6752,91,5715,946,45.0
99,6331,AUS,2020-04-30,6766,93,5742,931,54.0
100,6332,AUS,2020-05-01,6778,93,5775,910,55.0
101,6333,AUS,2020-05-02,6799,94,5814,891,67.0
102,6334,AUS,2020-05-03,6822,95,5849,878,92.0
103,6335,AUS,2020-05-04,6847,96,5887,864,90.0
104,6336,AUS,2020-05-05,6875,97,5975,803,111.0
105,6337,AUS,2020-05-06,6894,97,6031,766,114.0
106,6338,AUS,2020-05-07,6913,97,6078,738,126.0
107,6339,AUS,2020-05-08,6918,97,6122,699,115.0
108,6340,AUS,2020-05-09,6939,97,6141,701,135.0
109,6341,AUS,2020-05-10,6948,97,6167,684,156.0
110,6342,AUS,2020-05-11,6970,97,6213,660,182.0
111,6343,AUS,2020-05-12,6980,98,6270,612,214.0
112,6344,AUS,2020-05-13,6989,98,6297,594,211.0
113,6345,AUS,2020-05-14,7019,98,6334,587,217.0
114,6346,AUS,2020-05-15,7035,98,6359,578,239.0
115,6347,AUS,2020-05-16,7044,98,6364,582,241.0
116,6348,AUS,2020-05-17,7054,99,6392,563,259.0
117,6349,AUS,2020-05-18,7068,99,6413,556,275.0
118,6350,AUS,2020-05-19,7072,100,6431,541,323.0
119,6351,AUS,2020-05-20,7081,100,6470,511,330.0
120,6352,AUS,2020-05-21,7095,101,6478,516,366.0
121,6353,AUS,2020-05-22,7099,101,6485,513,401.0
122,6354,AUS,2020-05-23,7114,102,6508,504,408.0
123,6355,AUS,2020-05-24,7114,102,6531,481,439.0
124,6356,AUS,2020-05-25,7126,102,6552,472,483.0
125,6357,AUS,2020-05-26,7139,103,6560,476,566.0
126,6358,AUS,2020-05-27,7150,103,6579,468,600.0
127,6359,AUS,2020-05-28,7165,103,6576,486,632.0
128,6360,AUS,2020-05-29,7184,103,6605,476,659.0
129,6361,AUS,2020-05-30,7192,103,6614,475,658.0
130,6362,AUS,2020-05-31,7202,103,6618,481,664.0
131,6363,AUS,2020-06-01,7221,102,6626,493,673.0
132,6364,AUS,2020-06-02,7229,102,6636,491,686.0
133,6365,AUS,2020-06-03,7240,102,6648,490,686.0
134,6366,AUS,2020-06-04,7247,102,6683,462,679.0
135,6367,AUS,2020-06-05,7252,102,6688,462,681.0
136,6368,AUS,2020-06-06,7259,102,6703,454,680.0
137,6369,AUS,2020-06-07,7265,102,6706,457,674.0
138,6370,AUS,2020-06-08,7267,102,6720,445,682.0
139,6371,AUS,2020-06-09,7274,102,6740,432,694.0
140,6372,AUS,2020-06-10,7285,102,6759,424,644.0
141,6373,AUS,2020-06-11,7289,102,6782,405,647.0
142,6374,AUS,2020-06-12,7294,102,6803,389,631.0
143,6375,AUS,2020-06-13,7320,102,6838,380,604.0
144,6376,AUS,2020-06-14,7335,102,6851,382,659.0
145,6377,AUS,2020-06-15,7347,102,6856,389,644.0
146,6378,AUS,2020-06-16,7370,102,6861,407,603.0
147,6379,AUS,2020-06-17,7391,102,6877,412,558.0
148,6380,AUS,2020-06-18,7409,102,6878,429,543.0
149,6381,AUS,2020-06-19,7411,102,6881,428,510.0
150,6382,AUS,2020-06-20,7461,102,6896,463,501.0
151,6383,AUS,2020-06-21,7474,102,6903,469,481.0
152,6384,AUS,2020-06-22,7492,102,6915,475,450.0
153,6385,AUS,2020-06-23,7521,103,6924,494,432.0
154,6386,AUS,2020-06-24,7558,104,6931,523,391.0
155,6387,AUS,2020-06-25,7595,104,6958,533,357.0
156,6388,AUS,2020-06-26,7601,104,6960,537,326.0
157,6389,AUS,2020-06-27,7686,104,6993,589,310.0
158,6390,AUS,2020-06-28,7764,104,7007,653,294.0
159,6391,AUS,2020-06-29,7834,104,7037,693,263.0
160,6392,AUS,2020-06-30,7920,104,7040,776,221.0
161,6393,AUS,2020-07-01,8001,104,7090,807,195.0
162,6394,AUS,2020-07-02,8066,104,7130,832,162.0
163,6395,AUS,2020-07-03,8260,104,7319,837,151.0
164,6396,AUS,2020-07-04,8443,104,7399,940,137.0
165,6397,AUS,2020-07-05,8583,106,7420,1057,141.0
166,6398,AUS,2020-07-06,8755,106,7455,1194,139.0
167,6399,AUS,2020-07-07,8886,106,7487,1293,126.0
168,6400,AUS,2020-07-08,9056,106,7573,1377,117.0
169,6401,AUS,2020-07-09,9374,106,7576,1692,108.0
170,6402,AUS,2020-07-10,9553,107,7733,1713,106.0
171,6403,AUS,2020-07-11,9797,108,7727,1962,109.0
172,6404,AUS,2020-07-12,9980,108,7769,2103,107.0
173,6405,AUS,2020-07-13,10251,108,7835,2308,100.0
174,6406,AUS,2020-07-14,10487,111,7928,2448,89.0
175,6407,AUS,2020-07-15,10810,113,8035,2662,81.0
176,6408,AUS,2020-07-16,11233,116,8114,3003,71.0
177,6409,AUS,2020-07-17,11441,118,8162,3161,68.0
178,6410,AUS,2020-07-18,11802,122,8274,3406,65.0
179,6411,AUS,2020-07-19,12069,123,8395,3551,62.0
180,6412,AUS,2020-07-20,12428,126,8398,3904,60.0
181,6413,AUS,2020-07-21,12894,128,8545,4221,55.0
182,6414,AUS,2020-07-22,13302,133,8770,4399,50.0
183,6415,AUS,2020-07-23,13595,139,8775,4681,51.0
184,6416,AUS,2020-07-24,13950,145,8938,4867,49.0
185,6417,AUS,2020-07-25,14403,155,9019,5229,46.0
186,6418,AUS,2020-07-26,14935,161,9174,5600,46.0
187,6419,AUS,2020-07-27,15303,167,9311,5825,37.0
188,6420,AUS,2020-07-28,15582,176,9617,5789,32.0
189,6421,AUS,2020-07-29,16298,189,9619,6490,31.0
190,6422,AUS,2020-07-30,16903,196,9759,6948,28.0
191,6423,AUS,2020-07-31,17280,201,9983,7096,31.0
192,6424,AUS,2020-08-01,17895,208,7213,10474,31.0
193,6425,AUS,2020-08-02,18318,221,7631,10466,32.0
194,6426,AUS,2020-08-03,18730,232,7631,10867,31.0
195,6427,AUS,2020-08-04,19445,247,7805,11393,28.0
196,6428,AUS,2020-08-05,19890,255,7947,11688,26.0
197,6429,AUS,2020-08-06,20272,266,8125,11881,20.0
198,6430,AUS,2020-08-07,20698,278,8566,11854,18.0
199,6431,AUS,2020-08-08,21084,295,8880,11909,16.0
200,6432,AUS,2020-08-09,21397,313,8882,12202,17.0
201,6433,AUS,2020-08-10,21713,331,9150,12232,17.0
202,6434,AUS,2020-08-11,22127,352,9401,12374,16.0
203,6435,AUS,2020-08-12,22358,361,9785,12212,16.0
204,6436,AUS,2020-08-13,22742,375,10007,12360,20.0
205,6437,AUS,2020-08-14,23035,379,10638,12018,18.0
206,6438,AUS,2020-08-15,23287,396,10641,12250,17.0
207,6439,AUS,2020-08-16,23558,421,11091,12046,17.0
208,6440,AUS,2020-08-17,23773,438,11544,11791,15.0
209,6441,AUS,2020-08-18,23989,450,11935,11604,13.0
210,6442,AUS,2020-08-19,24236,463,12254,11519,19.0
211,6443,AUS,2020-08-20,24407,472,14860,9075,20.0
212,6444,AUS,2020-08-21,24602,485,15466,8651,17.0
213,6445,AUS,2020-08-22,24811,502,15766,8543,17.0
214,6446,AUS,2020-08-23,24915,517,16239,8159,16.0
215,6447,AUS,2020-08-24,25053,525,16609,7919,15.0
216,6448,AUS,2020-08-25,25204,549,17106,7549,20.0
217,6449,AUS,2020-08-26,25322,572,17107,7643,21.0
218,6450,AUS,2020-08-27,25448,583,17373,7492,20.0
219,6451,AUS,2020-08-28,25547,600,17639,7308,19.0
220,6452,AUS,2020-08-29,25670,611,17866,7193,19.0
221,6453,AUS,2020-08-30,25746,652,18122,6972,20.0
222,6454,AUS,2020-08-31,25819,657,18356,6806,20.0
223,6455,AUS,2020-09-01,25923,663,18695,6565,22.0
224,6456,AUS,2020-09-02,26049,678,18698,6673,22.0
225,6457,AUS,2020-09-03,26136,737,18920,6479,22.0
226,6458,AUS,2020-09-04,26207,748,19178,6281,21.0
227,6459,AUS,2020-09-05,26278,753,19336,6189,22.0
228,6460,AUS,2020-09-06,26321,762,19473,6086,24.0
229,6461,AUS,2020-09-07,26373,770,19610,5993,23.0
230,6462,AUS,2020-09-08,26465,781,19731,5953,22.0
231,6463,AUS,2020-09-09,26524,788,19869,5867,26.0
232,6464,AUS,2020-09-10,26564,797,20045,5722,23.0
233,6465,AUS,2020-09-11,26607,803,20335,5469,25.0
234,6466,AUS,2020-09-12,26651,810,20346,5495,22.0
235,6467,AUS,2020-09-13,26692,816,20471,5405,21.0
236,6468,AUS,2020-09-14,26739,816,20585,5338,25.0
237,6469,AUS,2020-09-15,26778,824,20658,5296,24.0
238,6470,AUS,2020-09-16,26813,832,20798,5183,24.0
239,6471,AUS,2020-09-17,26861,837,20860,5164,22.0
240,6472,AUS,2020-09-18,26885,844,20867,5174,21.0
241,6473,AUS,2020-09-19,26898,849,20974,5075,21.0
242,6474,AUS,2020-09-20,26912,851,21069,4992,22.0
243,6475,AUS,2020-09-21,26942,854,21163,4925,21.0
244,6476,AUS,2020-09-22,26972,859,21224,4889,21.0
245,6477,AUS,2020-09-23,26980,861,21335,4784,26.0
246,6478,AUS,2020-09-24,27000,869,21407,4724,27.0
247,6479,AUS,2020-09-25,27016,870,21407,4739,28.0
248,6480,AUS,2020-09-26,27040,872,21456,4712,29.0
249,6481,AUS,2020-09-27,27044,875,21515,4654,33.0
250,6482,AUS,2020-09-28,27055,882,21558,4615,37.0
251,6483,AUS,2020-09-29,27078,886,21623,4569,32.0
252,6484,AUS,2020-09-30,27096,888,21655,4553,38.0
253,6485,AUS,2020-10-01,27109,890,21659,4560,38.0
254,6486,AUS,2020-10-02,27121,893,21719,4509,37.0
255,6487,AUS,2020-10-03,27135,894,21735,4506,34.0
256,6488,AUS,2020-10-04,27148,894,21759,4495,28.0
257,6489,AUS,2020-10-05,27173,895,21761,4517,31.0
258,6490,AUS,2020-10-06,27181,897,21786,4498,28.0
259,6491,AUS,2020-10-07,27206,897,21806,4503,29.0
260,6492,AUS,2020-10-08,27226,897,21839,4490,24.0
261,6493,AUS,2020-10-09,27244,897,21855,4492,25.0
262,6494,AUS,2020-10-10,27263,898,21855,4510,26.0
263,6495,AUS,2020-10-11,27285,898,21866,4521,23.0
264,6496,AUS,2020-10-12,27310,899,21895,4516,22.0
265,6497,AUS,2020-10-13,27337,904,21906,4527,20.0
266,6498,AUS,2020-10-14,27357,904,21907,4546,21.0
267,6499,AUS,2020-10-15,27371,904,21920,4547,24.0
268,6500,AUS,2020-10-16,27378,904,21955,4519,23.0
269,6501,AUS,2020-10-17,27390,904,21956,4530,25.0
270,6502,AUS,2020-10-18,27399,905,21966,4528,19.0
271,6503,AUS,2020-10-19,27405,905,21970,4530,24.0
272,6504,AUS,2020-10-20,27443,905,21984,4554,19.0
273,6505,AUS,2020-10-21,27458,905,22007,4546,22.0
274,6506,AUS,2020-10-22,27476,905,22018,4553,19.0
275,6507,AUS,2020-10-23,27495,905,22028,4562,25.0
276,6508,AUS,2020-10-24,27513,905,22034,4574,26.0
277,6509,AUS,2020-10-25,27525,905,22051,4569,26.0
278,6510,AUS,2020-10-26,27539,905,22065,4569,32.0
279,6511,AUS,2020-10-27,27553,907,22072,4574,36.0
280,6512,AUS,2020-10-28,27565,907,22084,4574,38.0
281,6513,AUS,2020-10-29,27579,907,22091,4581,41.0
282,6514,AUS,2020-10-30,27585,907,22173,4505,40.0
283,6515,AUS,2020-10-31,27595,907,22188,4500,41.0
284,6516,AUS,2020-11-01,27601,907,22204,4490,45.0
285,6517,AUS,2020-11-02,27610,907,22236,4467,47.0
286,6518,AUS,2020-11-03,27622,907,22257,4458,44.0
287,6519,AUS,2020-11-04,27630,907,22267,4456,46.0
288,6520,AUS,2020-11-05,27644,907,22274,4463,51.0
289,6521,AUS,2020-11-06,27652,907,22287,4458,47.0
290,6522,AUS,2020-11-07,27658,907,22295,4456,38.0
291,6523,AUS,2020-11-08,27665,907,22295,4463,34.0
292,6524,AUS,2020-11-09,27669,907,22298,4464,32.0
293,6525,AUS,2020-11-10,27671,907,22298,4466,36.0
294,6526,AUS,2020-11-11,27675,907,22299,4469,32.0
295,6527,AUS,2020-11-12,27676,907,22303,4466,34.0
296,6528,AUS,2020-11-13,27682,907,22307,4468,32.0
297,6529,AUS,2020-11-14,27711,907,22311,4493,26.0
298,6530,AUS,2020-11-15,27749,907,22312,4530,25.0
299,6531,AUS,2020-11-16,27758,907,22333,4518,28.0
300,6532,AUS,2020-11-17,27777,907,22338,4532,21.0
301,6533,AUS,2020-11-18,27785,907,22339,4539,21.0
302,6534,AUS,2020-11-19,27792,907,22341,4544,20.0
303,6535,AUS,2020-11-20,27806,907,22348,4551,14.0
304,6536,AUS,2020-11-21,27821,907,22349,4565,14.0
305,6537,AUS,2020-11-22,27834,907,22352,4575,10.0
306,6538,AUS,2020-11-23,27843,907,22358,4578,9.0
307,6539,AUS,2020-11-24,27853,907,22362,4584,9.0
308,6540,AUS,2020-11-25,27865,907,22369,4589,10.0
309,6541,AUS,2020-11-26,27873,907,22390,4576,9.0
310,6542,AUS,2020-11-27,27886,907,22404,4575,9.0
311,6543,AUS,2020-11-28,27892,907,22407,4578,11.0
312,6544,AUS,2020-11-29,27902,908,22411,4583,10.0
313,6545,AUS,2020-11-30,27912,908,22420,4584,11.0
314,6546,AUS,2020-12-01,27923,908,22423,4592,12.0
315,6547,AUS,2020-12-02,27939,908,22431,4600,11.0
316,6548,AUS,2020-12-03,27949,908,22443,4598,12.0
317,6549,AUS,2020-12-04,27956,908,22448,4600,11.0
318,6550,AUS,2020-12-05,27965,908,22453,4604,14.0
319,6551,AUS,2020-12-06,27972,908,22456,4608,14.0
320,6552,AUS,2020-12-07,27987,908,22460,4619,12.0
321,6553,AUS,2020-12-08,27993,908,22461,4624,11.0
322,6554,AUS,2020-12-09,28000,908,22473,4619,12.0
323,6555,AUS,2020-12-10,28011,908,22474,4629,10.0
324,6556,AUS,2020-12-11,28025,908,22480,4637,10.0
325,6557,AUS,2020-12-12,28030,908,22484,4638,10.0
326,6558,AUS,2020-12-13,28037,908,22485,4644,11.0
327,6559,AUS,2020-12-14,28048,908,22498,4642,11.0
328,6560,AUS,2020-12-15,28060,908,22498,4654,12.0
329,6561,AUS,2020-12-16,28072,908,22504,4660,13.0
330,6562,AUS,2020-12-17,28093,908,22507,4678,17.0
331,6563,AUS,2020-12-18,28126,908,22508,4710,21.0
332,6564,AUS,2020-12-19,28168,908,22512,4748,19.0
333,6565,AUS,2020-12-20,28198,908,22517,4773,17.0
334,6566,AUS,2020-12-21,28219,908,22524,4787,24.0
335,6567,AUS,2020-12-22,28237,908,22526,4803,20.0
336,6568,AUS,2020-12-23,28262,908,22530,4824,27.0
337,6569,AUS,2020-12-24,28274,908,22532,4834,24.0
338,6570,AUS,2020-12-25,28297,908,22535,4854,27.0
339,6571,AUS,2020-12-26,28308,908,22536,4864,29.0
340,6572,AUS,2020-12-27,28337,909,22539,4889,29.0
341,6573,AUS,2020-12-28,28349,909,22554,4886,29.0
342,6574,AUS,2020-12-29,28381,909,22558,4914,42.0
343,6575,AUS,2020-12-30,28405,909,22564,4932,46.0
344,6576,AUS,2020-12-31,28425,909,22565,4951,44.0
345,6577,AUS,2021-01-01,28460,909,22573,4978,48.0
346,6578,AUS,2021-01-02,28484,909,22581,4994,41.0
347,6579,AUS,2021-01-03,28504,909,22581,5014,37.0
348,6580,AUS,2021-01-04,28517,909,22588,5020,43.0
349,6581,AUS,2021-01-05,28536,909,22592,5035,47.0
350,6582,AUS,2021-01-06,28546,909,22600,5037,46.0
351,6583,AUS,2021-01-07,28571,909,22606,5056,63.0
352,6584,AUS,2021-01-08,28582,909,22606,5067,64.0
353,6585,AUS,2021-01-09,28595,909,22612,5074,60.0
354,6586,AUS,2021-01-10,28614,909,22621,5084,64.0
355,6587,AUS,2021-01-11,28634,909,22627,5098,66.0
356,6588,AUS,2021-01-12,28650,909,22643,5098,72.0
357,6589,AUS,2021-01-13,28660,909,22650,5101,71.0
358,6590,AUS,2021-01-14,28669,909,22657,5103,73.0
359,6591,AUS,2021-01-15,28689,909,22668,5112,75.0
360,6592,AUS,2021-01-16,28708,909,22684,5115,77.0
361,6593,AUS,2021-01-17,28721,909,22692,5120,78.0
362,6594,AUS,2021-01-18,28731,909,22698,5124,83.0
363,6595,AUS,2021-01-19,28740,909,22709,5122,76.0
364,6596,AUS,2021-01-20,28749,909,22716,5124,87.0
365,6597,AUS,2021-01-21,28755,909,22725,5121,86.0
366,6598,AUS,2021-01-22,28760,909,22735,5116,78.0
367,6599,AUS,2021-01-23,28766,909,22748,5109,81.0
368,6600,AUS,2021-01-24,28777,909,22759,5109,84.0
369,6601,AUS,2021-01-25,28780,909,22761,5110,79.0
370,6602,AUS,2021-01-26,28786,909,22766,5111,82.0
371,6603,AUS,2021-01-27,28794,909,22779,5106,76.0
372,6604,AUS,2021-01-28,28799,909,22781,5109,76.0
373,6605,AUS,2021-01-29,28806,909,22791,5106,69.0
374,6606,AUS,2021-01-30,28811,909,22802,5100,65.0
375,6607,AUS,2021-01-31,28818,909,22805,5104,62.0
376,6608,AUS,2021-02-01,28823,909,22808,5106,63.0
377,6609,AUS,2021-02-02,28829,909,22814,5106,59.0
378,6610,AUS,2021-02-03,28838,909,22822,5107,50.0
379,6611,AUS,2021-02-04,28842,909,22822,5111,46.0
380,6612,AUS,2021-02-05,28848,909,22825,5114,44.0
381,6613,AUS,2021-02-06,28851,909,22827,5115,44.0
382,6614,AUS,2021-02-07,28857,909,22830,5118,47.0
383,6615,AUS,2021-02-08,28860,909,22837,5114,48.0
384,6616,AUS,2021-02-09,28871,909,22844,5118,47.0
385,6617,AUS,2021-02-10,28879,909,22846,5124,47.0
386,6618,AUS,2021-02-11,28887,909,22850,5128,61.0
387,6619,AUS,2021-02-12,28892,909,22854,5129,67.0
388,6620,AUS,2021-02-13,28898,909,22858,5131,68.0
389,6621,AUS,2021-02-14,28900,909,22864,5127,73.0
390,6622,AUS,2021-02-15,28905,909,22866,5130,71.0
391,6623,AUS,2021-02-16,28911,909,22870,5132,75.0
392,6624,AUS,2021-02-17,28912,909,22871,5132,69.0
393,6625,AUS,2021-02-18,28918,909,22874,5135,72.0
394,6626,AUS,2021-02-19,28920,909,22879,5132,74.0
395,6627,AUS,2021-02-20,28926,909,22881,5136,63.0
396,6628,AUS,2021-02-21,28930,909,22882,5139,57.0
397,6629,AUS,2021-02-22,28937,909,22885,5143,60.0
398,6630,AUS,2021-02-23,28939,909,22892,5138,54.0
399,6631,AUS,2021-02-24,28947,909,22897,5141,46.0
400,6632,AUS,2021-02-25,28957,909,22900,5148,38.0
401,6633,AUS,2021-02-26,28965,909,22902,5154,38.0
402,6634,AUS,2021-02-27,28970,909,22903,5158,36.0
403,6635,AUS,2021-02-28,28978,909,22909,5160,31.0
404,6636,AUS,2021-03-01,28986,909,22914,5163,29.0
405,6637,AUS,2021-03-02,28996,909,22917,5170,31.0
406,6638,AUS,2021-03-03,29007,909,22920,5178,27.0
407,6639,AUS,2021-03-04,29021,909,22924,5188,24.0
408,6640,AUS,2021-03-05,29029,909,22926,5194,23.0
409,6641,AUS,2021-03-06,29034,909,22928,5197,19.0
410,6642,AUS,2021-03-07,29046,909,22929,5208,21.0
411,6643,AUS,2021-03-08,29061,909,22931,5221,23.0
412,6644,AUS,2021-03-09,29074,909,22936,5229,23.0
413,6645,AUS,2021-03-10,29090,909,22945,5236,21.0
414,6646,AUS,2021-03-11,29102,909,22949,5244,17.0
415,6647,AUS,2021-03-12,29112,909,22952,5251,20.0
416,6648,AUS,2021-03-13,29117,909,22957,5251,17.0
417,6649,AUS,2021-03-14,29130,909,22957,5264,17.0
418,6650,AUS,2021-03-15,29137,909,22958,5270,18.0
419,6651,AUS,2021-03-16,29154,909,22960,5285,19.0
420,6652,AUS,2021-03-17,29166,909,22962,5295,17.0
421,6653,AUS,2021-03-18,29183,909,22963,5311,18.0
422,6654,AUS,2021-03-19,29192,909,22965,5318,17.0
423,6655,AUS,2021-03-20,29196,909,22966,5321,19.0
424,6656,AUS,2021-03-21,29206,909,22971,5326,21.0
425,6657,AUS,2021-03-22,29211,909,22977,5325,17.0
426,6658,AUS,2021-03-23,29221,909,22982,5330,21.0
427,6659,AUS,2021-03-24,29230,909,22988,5333,22.0
428,6660,AUS,2021-03-25,29239,909,22991,5339,19.0
429,6661,AUS,2021-03-26,29252,909,22994,5349,17.0
430,6662,AUS,2021-03-27,29259,909,22996,5354,16.0
431,6663,AUS,2021-03-28,29276,909,23004,5363,17.0
432,6664,AUS,2021-03-29,29296,909,23005,5382,19.0
433,6665,AUS,2021-03-30,29304,909,23005,5390,13.0
434,6666,AUS,2021-03-31,29322,909,23012,5401,16.0
435,6667,AUS,2021-04-01,29333,909,23014,5410,16.0
436,6668,AUS,2021-04-02,29341,909,23025,5407,15.0
437,6669,AUS,2021-04-03,29348,909,23027,5412,16.0
438,6670,AUS,2021-04-04,29357,909,23032,5416,25.0
439,6671,AUS,2021-04-05,29365,909,23048,5408,25.0
440,6672,AUS,2021-04-06,29379,909,23049,5421,27.0
441,6673,AUS,2021-04-07,29385,909,23056,5420,29.0
442,6674,AUS,2021-04-08,29390,909,23071,5410,32.0
443,6675,AUS,2021-04-09,29396,909,23080,5407,36.0
444,6676,AUS,2021-04-10,29405,909,23083,5413,35.0
445,6677,AUS,2021-04-11,29419,909,23085,5425,36.0
446,6678,AUS,2021-04-12,29429,910,23087,5432,37.0
447,6679,AUS,2021-04-13,29450,910,23104,5436,43.0
448,6680,AUS,2021-04-14,29469,910,23108,5451,45.0
449,6681,AUS,2021-04-15,29484,910,23114,5460,48.0
450,6682,AUS,2021-04-16,29499,910,23147,5442,50.0
451,6683,AUS,2021-04-17,29519,910,23158,5451,50.0
452,6684,AUS,2021-04-18,29533,910,23160,5463,59.0
453,6685,AUS,2021-04-19,29556,910,23173,5473,60.0
454,6686,AUS,2021-04-20,29576,910,23177,5489,62.0
455,6687,AUS,2021-04-21,29594,910,23181,5503,67.0
456,6688,AUS,2021-04-22,29638,910,23183,5545,73.0
457,6689,AUS,2021-04-23,29653,910,23191,5552,66.0
